,Total_Interior_Area,Total_Exterior_Area,SalePrice,Foundation,SaleType,OverallQual,BsmtQual,KitchenQual,ExterQual
83,-0.5540598956293445,-0.17044836135854785,-0.6850007152671204,CBlock,Not_New,5,2,2,2
84,-0.8992355174652479,-0.21174999596311622,-0.1564851071511639,PConc,Not_New,7,3,2,2
85,1.4446592381631103,0.5564403583446685,0.9949238962443127,CBlock,Not_New,8,3,3,3
86,-0.4093907011834145,0.12377566185603496,-0.08727472989788387,PConc,Not_New,6,3,3,3
87,-0.9271541339372694,-0.6288764561320699,-0.20681992697173118,PConc,New,6,3,3,3
88,-0.03502743485403407,-0.28954142424744883,-1.207224470905506,CBlock,Not_New,3,2,1,1
89,-0.7444140988476736,-0.34527858162642944,-0.7214934596370316,PConc,Not_New,4,3,2,2
90,-1.9373004390158688,-0.3453788283123629,-0.8938902175224746,Rare,Not_New,4,0,2,2
91,-0.12259036833446542,-0.20593568817897795,-1.0360860835155772,CBlock,Not_New,5,2,2,2
92,-0.9220780218514474,0.2760503777888974,-0.21940363192687298,BrkTil,Not_New,5,3,2,2
93,1.1908536338720048,-0.32111913031647565,-0.5918812985990709,BrkTil,Not_New,6,2,2,2
94,0.055073554669308335,-0.06488860107065834,0.2996741974727271,PConc,Not_New,6,3,3,2
95,-0.528679335200234,-0.0848376915714086,0.05114602460867614,PConc,Not_New,6,3,2,4
96,0.7733434148131365,-0.027797327275293566,0.41607346830778896,PConc,Not_New,7,3,3,3
97,-0.8205557801350052,0.027137856616219685,-1.0845333475928731,CBlock,Not_New,4,2,2,2
98,-1.6162363495876206,-0.008048730146410152,-1.2323918808157897,BrkTil,Not_New,5,2,2,2
99,-0.49695363466384584,-0.21997022420965653,-0.6541706381270229,CBlock,Not_New,4,2,2,2
100,0.8291806477571797,0.01169986698247326,0.30282012371151257,PConc,Not_New,6,2,3,2
101,-0.11878328427009885,-0.1313521538445147,-0.0369399100773166,CBlock,Not_New,6,3,3,3
102,-1.309131568395383,-0.36853581276298253,-0.7798315158090691,Rare,Not_New,5,0,2,2
103,-0.1454328727206649,0.04047066584536432,0.22605952348514746,PConc,Not_New,7,3,3,2
104,0.369792503990279,-0.3099917481778662,-0.14390140219602207,PConc,Not_New,7,2,2,2
105,0.6071007440024625,-0.08002585064660452,0.8690868466928945,PConc,Not_New,8,4,3,3
106,-1.1149702811126874,-0.016870438508550967,-1.0184688965783786,BrkTil,Not_New,4,1,2,2
107,-1.2545633634727953,-0.5026658785418963,-0.8297133222512513,CBlock,Not_New,5,2,2,2
108,-0.32563485176734974,-0.28773698390064734,-0.8297133222512513,CBlock,Not_New,5,2,1,2
109,1.4230857617983663,0.14542894601765333,0.11406454938438525,CBlock,Not_New,6,3,2,2
110,0.35837125179717927,-0.13425930773658384,-0.5541301837336454,CBlock,Not_New,6,2,2,2
111,-0.9550727504092911,-0.29716017237838865,-0.011772500167032957,PConc,Not_New,7,3,2,2
112,1.7682613836342695,0.03876647218449621,2.554925799533244,PConc,New,7,4,4,3
113,1.9053164099514666,1.0724100508439727,0.4538245831732144,CBlock,Not_New,6,3,3,2
114,0.9916162345034871,-0.39048983698240114,0.9886320437667417,CBlock,Not_New,6,2,3,2
115,-0.4817252984063795,-0.7390475639728967,-0.06210731998760024,PConc,Not_New,6,3,2,2
116,-0.4855323824707461,0.08437871428420156,-0.5277044033278476,CBlock,Not_New,5,2,2,2
117,-0.40177653305468136,-0.20593568817897795,-0.3263651240455785,PConc,New,5,3,2,2
118,2.9548025836951872,0.20547671089177091,1.749946193552822,PConc,Not_New,7,3,3,2
119,-0.4855323824707461,-0.22548379193599452,-0.2132376164988535,PConc,New,6,3,3,3
120,-0.812941612006272,1.1306533753712888,-0.011772500167032957,CBlock,Not_New,6,2,2,2
121,-0.9030426015296145,-0.47980963414907685,-1.0184688965783786,PConc,Not_New,4,2,2,2
122,-0.5159890549856787,-0.13476054116625094,-0.5654555181932731,CBlock,Not_New,6,2,2,2
123,-0.21396038587926336,-0.25054546341934913,-0.34020719949623446,PConc,Not_New,6,3,3,3
124,0.4840050259212764,0.6414495480162072,0.0008112047881088638,CBlock,Not_New,6,3,2,2
125,-1.6403478819952755,-0.4745968064805391,-1.2135163233830768,CBlock,Not_New,6,2,2,2
126,-0.6733485296461641,-0.551486014591471,-0.6661251578344076,CBlock,Not_New,6,3,2,2
127,-1.3383192128888601,-0.7143868792332758,-1.1820570609952223,BrkTil,Not_New,5,2,2,2
128,-0.7088813142469188,-0.29174685133798406,-0.3263651240455785,CBlock,Not_New,6,2,2,2
129,-0.641622829109776,-0.07832165698573641,-0.3892836488212876,CBlock,Not_New,5,2,4,2
130,0.6527857527748615,0.37349015651618006,0.5670779277694907,CBlock,Not_New,7,2,3,2
131,0.6083697720239181,0.1541504076938607,0.7935846169620435,PConc,Not_New,6,3,3,3
132,-0.22411261005090757,-0.2885389573881147,-0.3798458701049312,CBlock,Not_New,5,2,3,2
133,-0.0045707623391014265,-0.370340253109784,0.4915756980386399,PConc,Not_New,8,4,3,3
134,0.7809575829418697,-0.002334669048205307,-0.011772500167032957,CBlock,Not_New,5,2,2,2
135,0.5322280907365864,-0.0054423163121412755,-0.08727472989788387,PConc,Not_New,7,2,2,2
136,-0.17588954523559755,-0.04133062987630504,-0.4773695835072803,CBlock,Not_New,5,2,2,2
137,1.64897274961745,0.10903939902382247,-0.12502584476330933,CBlock,Not_New,7,2,2,2
138,0.36725444794736795,-0.10248110829569022,0.617412747590058,PConc,Not_New,8,3,3,3
139,0.15913385242866154,0.49629234678461753,0.6362883050227708,PConc,Not_New,6,3,3,2
140,-1.0642091602544663,-0.10167913480822288,-0.8297133222512513,CBlock,Not_New,4,2,2,2
141,1.1438995970781505,0.14783486648005537,0.9949238962443127,PConc,Not_New,7,3,3,3
142,-0.3446702720891826,-0.15581234521226878,-0.18794436953901844,CBlock,Not_New,5,2,2,2
143,0.5385732308438641,0.00037199147199698827,0.29023641875637074,PConc,Not_New,7,3,3,3
144,1.1286712608206841,-0.14097583569412286,-0.7038762726998331,CBlock,Not_New,5,2,2,2
145,0.1426364881497397,-0.8212498464382997,-0.640957747924124,PConc,Not_New,6,3,3,3
146,-1.2393350272153292,-0.5046708122605646,-0.9555503718026694,BrkTil,Not_New,5,2,2,2
147,0.44720321329906615,-0.10959862299696294,0.5230349604264944,PConc,Not_New,7,3,3,3
148,-0.5159890549856787,-0.4024191926084779,-0.502536993417564,PConc,Not_New,7,3,3,2
149,-0.4144668132692366,-0.4691834854401345,-0.8297133222512513,BrkTil,Not_New,5,3,2,2
150,-0.7977132757488057,-0.027897573961226982,-0.7416273875652586,CBlock,Not_New,5,2,2,2
151,1.0829862520482851,0.42210979919388797,2.4093575006121637,PConc,New,8,4,3,3
152,0.3190313831320579,0.435542855108966,0.11406454938438525,CBlock,Not_New,6,2,2,2
153,0.36471639190445687,0.312139184724928,0.6803312723657672,CBlock,Not_New,6,3,2,2
154,-0.2114223298363523,0.06793825779112095,-0.7038762726998331,BrkTil,Not_New,6,2,2,2
155,-1.140350841541798,-0.17826760286135448,-1.2827267006363567,BrkTil,Not_New,6,2,2,2
156,-1.9373004390158688,-0.3071848409717305,-0.8989236995045313,CBlock,Not_New,5,0,2,2
157,0.22258525350143787,0.1928456284641602,1.11446909331816,PConc,New,8,4,4,3
158,0.47131474570672116,0.2535951201398117,0.9307470009730894,PConc,Not_New,7,3,3,3
159,1.6337444133599839,0.9338691308839886,1.749946193552822,PConc,New,7,3,3,3
160,-0.1302045364631986,0.06392839035378421,-0.2319873368820148,PConc,Not_New,6,3,2,2
161,2.123589229641817,0.3634654879228382,2.9139389019034403,PConc,Not_New,9,4,4,3
162,0.6540547807963171,0.18061553278028317,0.4915756980386399,PConc,New,7,3,3,3
163,-1.0185241514820673,-0.6029125644753146,-0.9782010407219248,CBlock,Not_New,4,2,2,2
164,0.251772897994915,-0.5512855212196042,-0.3641162389110039,BrkTil,Not_New,6,2,3,2
165,-0.7203025664400186,-0.1411763290659897,-0.6724170103119785,BrkTil,Not_New,5,2,2,2
166,1.1642040454214388,-0.005843303055874949,0.11406454938438525,CBlock,Not_New,5,2,2,3
167,1.4928823029784204,0.0747550324345934,1.8207169502205396,PConc,New,8,4,4,3
168,-0.008377846403468007,-0.23480673372780245,0.032270467175963415,PConc,Not_New,7,3,3,3
169,1.0487224954689858,0.6256105716387271,0.5922453376797744,CBlock,Not_New,8,3,2,3
170,-0.5895926802300994,0.2169048330881806,-0.6598333053568367,CBlock,Not_New,5,2,2,2
171,0.21497108537270473,2.142643669869147,0.42865717326293074,CBlock,Not_New,6,2,2,2
172,0.33552874741097977,-0.5178031281178425,0.7306660921863345,PConc,Not_New,7,3,3,3
173,0.1997427491152384,-0.029000287506494585,-0.2256954844044439,CBlock,Not_New,6,2,2,2
174,0.8761346845510343,0.21389743251017806,0.03856231965353433,CBlock,Not_New,6,3,2,2
175,1.0068445707609535,0.23264356277972728,0.7810009120069017,CBlock,Not_New,6,2,3,2
176,0.81775939556408,-0.002334669048205307,0.3783223534423635,PConc,Not_New,6,3,2,3
177,0.514461698436209,0.30452043659398825,-0.10615028733059662,CBlock,Not_New,5,2,3,3
178,2.3900851141474777,0.832118744661569,4.038129351480944,PConc,New,9,4,4,4
179,-0.8002513317917168,-0.1854853642485606,-1.0184688965783786,CBlock,Not_New,5,2,2,3
180,-0.36243666438956,-0.8538300193666607,-0.04952361503245842,PConc,Not_New,6,3,3,3
181,0.03603813434747544,-0.34628104848576363,0.24115996943131762,BrkTil,Not_New,7,1,2,2
182,-1.5565920325792109,-0.17746562937388716,-0.7667947974755421,PConc,Not_New,5,0,2,2
183,1.1134429245632178,0.11204679960182502,0.23990159893580346,PConc,Not_New,7,3,3,2
184,-1.0286763756537116,-0.29315030494105193,-0.6787088627895494,PConc,Not_New,5,1,2,2
185,2.726377539833192,1.3819718170063686,3.7004204615998035,BrkTil,Not_New,10,2,4,3
186,-0.20507718972907468,-0.0547636857913831,-0.0998584348530257,PConc,Not_New,7,3,3,2
187,-0.3180206836386166,-0.06057799357552136,-0.5780392231484148,CBlock,Not_New,5,1,2,2
188,-0.32563485176734974,-0.34487759488269576,-0.3472918253859793,CBlock,Not_New,5,3,2,2
189,0.7860336950276918,-0.48953356268461845,1.322100225078,PConc,Not_New,8,4,4,3
190,1.2860307354811693,0.0009734715875974983,1.6870276687771129,CBlock,Not_New,8,3,3,3
191,-0.46015182204163557,-0.30497941388119526,0.03856231965353433,CBlock,Not_New,7,2,3,2
192,0.3748686160761011,-0.11330775037649941,0.1392319592946689,PConc,Not_New,7,3,3,3
193,0.1426364881497397,-0.8212498464382997,-0.640957747924124,PConc,Not_New,7,3,3,3
194,-1.0642091602544663,-0.36392446521004523,-0.6787088627895494,CBlock,Not_New,5,2,2,2
195,-0.3243658237458942,-0.8374898095595135,-0.4081592062540003,CBlock,Not_New,6,3,2,2
196,1.1235951487348619,-0.012259090955613722,1.6476658396774293,PConc,New,7,4,4,4
197,2.4180037306194992,1.6615598240746725,0.6803312723657672,PConc,Not_New,8,2,3,3
198,0.5296900346936754,-0.5780513863638268,-0.9681340767578113,CBlock,Not_New,6,2,2,2
199,1.0906004201770183,-0.0015326955607379601,1.1824211000759257,PConc,Not_New,8,4,4,3
200,-0.41192875722632555,-0.2029282876009754,-0.5151206983727058,PConc,Not_New,4,3,2,2
201,-0.11624522822718779,-0.03611780220776729,-0.11873399228573843,CBlock,Not_New,6,2,2,2
202,-0.8116725839848166,-0.36011509114457535,-0.8674644371166768,BrkTil,Not_New,6,1,2,2
203,-1.1048180569410433,-0.6251673287525334,-0.4018673537764294,PConc,Not_New,6,3,3,3
204,-0.713957426332741,-0.7517788930864409,-0.8926318470269604,CBlock,Not_New,5,2,2,2
205,0.3799447281619232,0.18833452759715638,-0.005480647689462046,PConc,Not_New,7,3,2,2
206,0.3418738875182574,0.28938318701804205,-0.4660442490476527,CBlock,Not_New,5,2,2,2
207,-0.46522793412745767,0.16066644227953292,-0.502536993417564,PConc,Not_New,4,2,2,2
208,0.8279116197357242,0.39764960782613384,1.2088468804817236,CBlock,Not_New,7,3,2,3
209,-0.4855323824707461,-0.22618551873752846,-0.45220217359699666,CBlock,Not_New,6,3,2,2
210,-1.0642091602544663,-0.5828632272886309,-1.0436363064886622,CBlock,Not_New,5,2,2,2
211,-0.18096565732141967,-0.015266491533616273,0.06372972956381796,PConc,Not_New,6,3,3,2
212,0.23527553371599316,-0.14819359708132898,0.9027860085627643,PConc,New,7,3,3,2
213,-0.7444140988476736,0.3213618798308025,-0.31378141909043666,PConc,Not_New,5,3,2,2
214,-0.6162422686806653,0.0019759384469316818,-0.24142511559837118,CBlock,Not_New,6,3,2,2
215,-0.33071096385317184,-0.061079227005188454,-0.5849602608737429,CBlock,Not_New,5,2,3,2
216,0.3875588962906564,-0.20032187376670652,0.36573864848722165,PConc,Not_New,7,3,3,3
217,-0.7012671461181856,-0.09586482702408462,-0.9303829618923859,CBlock,Not_New,4,2,2,2
218,0.23527553371599316,0.5289727663989119,1.6429847014341163,CBlock,Not_New,7,2,3,3
219,-0.08959563977662173,-0.7647107155718518,-0.1723405753946426,PConc,New,7,3,3,3
220,0.5449183709511417,-0.11441046392176701,0.3015617532159984,PConc,New,7,3,3,3
221,0.9015152449801448,-0.26267531241729275,0.23990159893580346,PConc,Not_New,6,3,3,3
222,-0.38274111273284844,0.10392681804121813,-0.013030870662547139,CBlock,Not_New,6,3,2,2
223,-1.0642091602544663,0.013805047387075046,-1.056220011443804,CBlock,Not_New,4,2,2,2
224,2.813940473313624,0.40085750177600327,2.5836166468309676,PConc,Not_New,10,4,4,4
225,-0.8053274438775389,-0.9297167606182584,-0.8674644371166768,CBlock,Not_New,5,2,2,2
226,1.4675017425493098,-0.0008309687592040319,1.3724350448985674,PConc,Not_New,7,3,3,3
227,-1.3916183897899923,-0.9107701369768423,-0.9429666668475277,CBlock,Not_New,6,2,2,2
228,-0.9423824701947358,-0.23270155332320064,-0.7038762726998331,CBlock,Not_New,5,2,2,2
229,0.4586244654921659,-0.7470672988475702,0.1455238117722398,PConc,Not_New,7,3,3,3
230,-0.22665066609381862,-0.20152483399790755,-0.41445105873157123,CBlock,Not_New,6,2,2,2
231,2.1438936779851057,0.5605504724679387,2.794393704829593,PConc,Not_New,8,3,4,3
232,-1.3916183897899923,-0.9281128136433237,-1.0876792738316585,CBlock,Not_New,6,2,2,2
233,-0.9880674789671348,-0.024890173383224433,-0.6636084168433792,CBlock,Not_New,5,2,2,2
234,0.321569439174969,-0.27420368129963585,0.4475327306956435,PConc,Not_New,6,3,3,3
235,-1.3916183897899923,-0.9329246545681278,-1.1505977986073677,CBlock,Not_New,6,2,2,2
236,0.3317216633466132,-0.16523553369001012,0.057437877086247056,PConc,Not_New,7,3,3,3
237,0.22004719745852683,-0.08413596476987467,0.17069122168252343,PConc,Not_New,7,3,3,3
238,1.0423773553617082,0.23855811724979897,1.7247787836425383,PConc,New,8,4,3,4
239,-0.43730931765543607,-0.21986997752372311,-0.8548807321615349,CBlock,Not_New,6,2,2,2
240,0.7175061818690933,-0.0848376915714086,1.0263831586321672,PConc,Not_New,8,3,3,3
241,-1.287558092030639,-0.7611018348782487,-0.8863399945493895,CBlock,Not_New,5,2,3,2
242,-0.7444140988476736,-0.574743245728024,-1.2827267006363567,BrkTil,Not_New,5,2,2,2
243,-0.9182709377870808,-0.0148655047898826,-0.7667947974755421,CBlock,Not_New,6,3,2,2
244,0.6235981082813844,-0.15821826567467082,0.30282012371151257,PConc,Not_New,7,3,3,3
245,1.4598875744205766,0.013303813957407954,0.762125354574189,CBlock,Not_New,7,3,2,2
246,0.4840050259212764,-0.1323546207038489,-0.5528718132381313,Rare,Not_New,6,1,1,2
247,0.22258525350143787,0.07295059208779187,-0.5151206983727058,CBlock,Not_New,6,2,2,2
248,-0.07436730351915541,0.0872858681762707,-0.011772500167032957,PConc,Not_New,7,3,3,3
249,1.2961829596528136,14.872769823182075,1.2088468804817236,CBlock,Not_New,6,3,3,3
250,-0.6758865856890751,-0.6179495673653274,-1.3141859630242114,CBlock,Not_New,3,2,1,2
251,0.8012620312851582,-0.5548944019132072,0.6803312723657672,PConc,Not_New,8,3,3,3
252,-0.1631992650210423,-0.20683790835237872,-0.0998584348530257,PConc,Not_New,6,3,3,3
253,0.047459386540575174,-0.15501037172480145,-0.288614009180153,CBlock,Not_New,6,3,3,2
254,0.07791605905550782,-0.25325212393955143,-0.45220217359699666,CBlock,Not_New,5,2,2,2
255,0.887555936744134,-0.19230213889203307,0.617412747590058,PConc,Not_New,7,3,3,3
256,0.03223105028310885,-0.13245486738978232,0.3342793860993671,PConc,Not_New,6,3,3,3
257,0.8139523114997134,-0.12734228640717798,0.4915756980386399,PConc,Not_New,7,3,3,3
258,0.23908261778035975,0.23956058410913314,0.6362883050227708,PConc,Not_New,7,3,3,3
259,-2.137806866405842,0.18532712701915383,-1.056220011443804,PConc,Not_New,5,0,2,2
260,0.22512330954434895,0.9825890202476298,-0.06210731998760024,CBlock,Not_New,6,2,2,2
261,1.8900880736940002,-0.004239356080940255,1.1962631755265818,PConc,New,8,4,4,3
262,-1.0768994404690215,-0.205233961377444,-0.37669994386614575,CBlock,Not_New,6,3,2,2
263,-0.41192875722632555,-0.5058737724917656,-0.640957747924124,BrkTil,Not_New,5,2,2,2
264,-1.424613118347836,-0.528730016884585,-1.3582289303672077,BrkTil,Not_New,5,1,2,2
265,0.3520261116899016,0.1731972780212102,-0.06839917246517115,CBlock,Not_New,6,3,3,2
266,-0.32182776770298316,0.05951753617271381,0.05114602460867614,PConc,Not_New,6,3,2,2
267,0.43832001714887747,-0.26167284555795856,-0.018064352644603866,PConc,Not_New,5,2,3,2
268,-1.330705044760127,-0.27480516141523637,-0.7605029449979712,CBlock,Not_New,5,2,2,2
269,-0.3941623649259482,-0.2565602645753542,-0.41445105873157123,CBlock,Not_New,6,2,2,2
270,0.5931414357664517,0.13740921114297985,1.0704261259751635,PConc,New,8,3,3,3
271,0.23019942163017104,2.8537936598808167,0.762125354574189,CBlock,Not_New,7,3,2,2
272,1.0855243080911963,0.16527778983247016,1.3724350448985674,PConc,Not_New,8,3,3,3
273,0.3875588962906564,-0.12413439245730859,-0.5277044033278476,CBlock,Not_New,6,2,2,2
274,-1.186035850314197,-0.2678881400858305,-0.710168125177404,CBlock,Not_New,5,2,2,2
275,-0.08451952769079962,-0.27691034181983815,0.30282012371151257,BrkTil,Not_New,7,2,4,3
276,0.7022778456116271,-0.10248110829569022,0.25248530389094526,PConc,Not_New,7,4,3,3
277,-1.0642091602544663,0.8444490870313794,-0.502536993417564,CBlock,Not_New,4,2,2,2
278,2.126127285684728,0.4651156274593244,2.949148108367927,PConc,New,9,4,4,4
279,0.7809575829418697,-0.038323229298302494,0.1392319592946689,CBlock,Not_New,7,3,2,2
280,0.28222957050984765,0.12056776790616558,0.5985371901573453,CBlock,Not_New,7,3,3,3
281,-0.054062855175866974,-0.3057813873686626,0.05114602460867614,PConc,New,6,3,3,3
282,0.07791605905550782,-0.5149962209117067,0.3342793860993671,PConc,Not_New,7,3,3,3
283,0.4687766896638101,0.004381858909333722,0.8011348399351287,PConc,New,8,3,3,3
284,0.7403486862552928,-0.23981906802447336,-0.021839464131146413,PConc,Not_New,6,3,3,3
285,-0.8776620411005039,-0.6168468538200598,-0.20430318598070282,PConc,New,7,3,3,3
286,0.1007585634417073,-0.0722066091437979,-0.2760303042250112,CBlock,Not_New,6,2,3,2
287,-1.0794374965119327,-0.33976501390009145,-1.1694733560400805,CBlock,Not_New,4,2,2,2
288,-0.9956816470958679,-0.1138089838061665,-0.7416273875652586,CBlock,Not_New,5,2,2,2
